LOCATION,LAT,LON,Rpt Dist No
9900    SALOMA                       AV,34.2509,-118.4576,1956
900 N  BEVERLY GLEN                 BL,34.0956,-118.451,806
8100    JELLICO                      AV,34.2172,-118.5176,1006
100 E  PACIFIC COAST                HY,33.7912,-118.2633,517
8600    SARAN                        DR,33.9588,-118.4327,1483
13700    DRONFIELD                    AV,34.321,-118.4543,1902
13600    BERG                         ST,34.3178,-118.43,1906
17000    PARTHENIA                    ST,34.2322,-118.5113,1788
11500    MANCHESTER                   WY,34.2829,-118.5744,1701
ABNER                        ST,34.0949,-118.1645,409
3000    ANGUS                        ST,34.1061,-118.2709,1144
E  111TH                        ST,33.9347,-118.2319,1849
10500    BOULDER RIDGE                TR,34.2616,-118.6156,1721
2600    ALVIRA                       ST,34.0332,-118.3763,782
OLD DEPOT PL,34.2607,-118.6025,1722
600    PALMERA                      AV,34.0459,-118.5395,822
4400    DE LONGPRE                   AV,34.0967,-118.2873,1162
11200 W  GREENLAWN                    AV,33.9998,-118.4047,1459
CARROLL                      AV,34.0726,-118.2578,218
2700    LA CUESTA                    DR,34.1206,-118.3553,622
6400    LINDENHURST                  AV,34.0665,-118.3679,732
1200    PRODUCE ROW,34.0335,-118.2443,1307
2100    8TH                          AV,34.0362,-118.326,789
9900    BEVERLY GROVE                DR,34.094,-118.4253,808
1400 W  67TH                         ST,33.9785,-118.3024,1245
3000    DALTON                       AV,34.0255,-118.304,337
9500    LANGDON                      AV,34.2428,-118.4698,1961
MILNER                       RD,34.1082,-118.3371,625
14700    HARTLAND                     ST,34.1948,-118.4541,914
11500    SEMINOLE                     CI,34.2836,-118.556,1712
KAGEL CANYON                 BL,34.2811,-118.3797,1606
5300 W  IMPERIAL                     HY,33.9308,-118.3745,1499
12600    KILLION                      ST,34.1712,-118.4084,1531
13800    HARTSOOK                     ST,34.1639,-118.4345,964
MOLINA,34.0974,-118.2367,1157
23700    MAIDSTONE                    PL,33.8102,-118.3054,508
BUNDY                        BL,34.0405,-118.4633,841
17800    ORNA                         DR,34.2988,-118.5216,1715
6900    LUBAO                        AV,34.1957,-118.5677,2149
3100    LAUREL CANYON                BL,34.1289,-118.3792,1596
2500 W  15TH                         ST,34.0454,-118.2953,2076
11800    STEWARTON                    DR,34.287,-118.5396,1714
2100 W  VIEW                         ST,34.0359,-118.3465,785
9500    OMELVENY                     AV,34.2435,-118.4115,1651
GATUN                        ST,33.7574,-118.2968,541
11600    LYSTER                       AV,34.2823,-118.5419,1713
12000    EMERY                        LN,34.1661,-118.3948,1545
WYNGATE,34.2578,-118.314,1656
1400    WALLACE                      AV,34.0713,-118.2569,218
15900    TEMECULA                     ST,34.0442,-118.5341,822
1100 W  187TH                        ST,33.8613,-118.2929,501
12900    ELKWOOD                      ST,34.212,-118.415,1501
20100    SANTA RITA                   ST,34.1677,-118.5721,2189
4100    COLDSTREAM                   TR,34.1437,-118.5631,1091
9500    WILBUR                       AV,34.2427,-118.5448,1767
15000    POLK                         ST,34.2989,-118.4595,1924
12700    STRATHERN                    ST,0.0,0.0,1502
12400    BRADDOCK                     DR,33.9891,-118.4192,1457
VIA CASSANO,34.2128,-118.3432,1677
1000    WATSON                       AV,33.7837,-118.2476,528
300 N  MARTEL                       AV,34.0762,-118.3511,714
12800    WADDELL                      ST,34.1744,-118.4134,1531
10400    WHITEGATE                    AV,34.258,-118.3049,1656
7100    CARLSON CIR,34.1996,-118.6147,2134
ALGER                        ST,34.1352,-118.2669,1102
KOREATOWN,34.0799,-118.3068,2004
17700    NORMANDIE                    AV,33.8698,-118.2991,502
8000    KENTLAND                     AV,34.2155,-118.6176,2113
9800    MILLBORO                     PL,34.1103,-118.4249,808
3200    CANYON LAKE                  DR,34.1276,-118.327,615
2200    MEADE                        PL,33.9927,-118.4556,1432
12500    PROMONTORY                   RD,34.1046,-118.4904,804
3400 W  15TH                         ST,34.0454,-118.3225,769
900 W  MANCHESTER                   AV,33.96,-118.2898,1801
1300    VIRGIL                       PL,34.0959,-118.2868,1162
19200    CASTLEBAY                    LN,34.2939,-118.552,1703
14300    SAN FERNANDO                 RD,34.3188,-118.495,1708
13900    RAYEN                        ST,34.2342,-118.4353,1977
1100    WILCOX                       AV,34.0907,-118.331,666
13900    GARBER                       ST,34.2441,-118.4362,1967
2000 E  CEASAR E CHAVEZ              AV,34.0462,-118.2153,463
8200    STANFORD                     AV,33.9642,-118.263,1269
3100    ISABEL                       DR,34.1028,-118.2326,1147
00    MIDWAY                       PL,34.0413,-118.2597,182
7900    FORSYTHE                     ST,34.2663,-118.3042,1637
AVERY,34.045,-118.2347,139
15000    CHASE                        ST,34.2246,-118.4611,1983
VEREDA DE LA MONTURA,34.0771,-118.5654,801
GLENVIEW                     AV,34.1063,-118.2505,1145
300    ENCANDIA                     ST,34.0517,-118.2178,453
800 E  60TH                         ST,33.9857,-118.2609,1385
00    CLUB HOUSE                   CT,33.9891,-118.4747,1412
2200    TROJAN                       WY,34.0646,-118.2018,443
8000    HATILLO                      AV,34.2156,-118.5656,2129
3900    YOSEMITE                     WY,34.1229,-118.2272,1112
600    MILWAUKEE                    AV,34.1176,-118.1925,1138
6200    VINE                         WY,34.1092,-118.3267,628
COLOGNE                      ST,34.039,-118.3669,782
8100    RAMSGATE                     AV,33.9655,-118.3819,1479
LINDEN,33.9948,-118.4588,1432
2400    CABOT                        ST,34.0934,-118.2392,1176
5200    EXPOSITION                   BL,34.025,-118.3582,321
18300    TARZANA                      DR,34.1619,-118.532,1094
2000    ELANITA                      DR,33.7249,-118.3083,583
18100    VICTORY                      BL,34.1866,-118.5279,1035
1000 S  ALMA                         ST,33.7343,-118.299,563
6300    DENVER                       AV,33.9806,-118.2838,1249
6300 S  FLOWER                       ST,33.9814,-118.2814,1249
900    GLENDALE                     BL,34.0727,-118.2637,217
300 N  SPRING                       ST,34.0549,-118.2426,112
6300    VAREIL                       AV,34.1837,-118.5846,2158
BANDERA                      AV,33.9929,-118.2401,1377
19200    SCHOENBORN                   ST,34.2219,-118.5509,1793
10600    BALCOM                       AV,34.2629,-118.5225,1745
4000    WALTON                       AV,34.0107,-118.2941,397
3800    METTLER                      ST,34.0128,-118.2663,1343
3400 S  ST ANDREWS                   PL,34.0219,-118.3133,355
19100    ARMINTA                      ST,34.2138,-118.5492,1001
10800    ENCINO                       AV,0.0,0.0,1735
17400    LONDELIUS                    ST,34.2295,-118.5141,1788
900    MURDOCK                      AV,0.0,0.0,529
BANDERA,33.9457,-118.2397,1827
ARCHWOOD                     DR,34.1921,-118.3981,1503
ODIN,34.1131,-118.341,625
10000    COLUMBUS                     AV,34.2521,-118.4651,1954
700 N  GAFFEY                       PL,33.7492,-118.2923,555
100    WAVECREST                    AV,33.9907,-118.4746,1412
11500    CHANDLER                     BL,34.1684,-118.3833,1547
800    MELROSE HILL                 ST,34.0846,-118.306,678
EXPOSITION                   DR,34.0182,-118.2824,378
E  62ND                         ST,33.9834,-118.2696,1385
600    ANGELUS                      PL,33.9883,-118.4557,1443
7300    VALAHO                       DR,34.2496,-118.291,1668
12700    SANFORD                      ST,33.9824,-118.4196,1455
11000    ELDORA                       PL,34.2692,-118.3157,1618
1200 S  ST ANDREWS                   PL,34.0506,-118.3127,2062
E  93RD                         ST,33.9519,-118.2695,1805
16900    CITRONIA                     ST,34.2462,-118.5003,1776
1600    MIRACOSTA                    ST,33.7429,-118.3118,551
20200    ARMINTA                      ST,34.2131,-118.5733,2128
700    RANCH                        LN,34.0431,-118.5159,824
7700    DENROCK                      AV,33.9682,-118.4066,1475
10600    RHODESIA                     AV,34.2615,-118.3079,1637
2000 S  GENESEE                      AV,34.0389,-118.3679,782
3900    PACIFIC                      AV,33.975,-118.4619,1452
VALAHO                       AV,34.2496,-118.291,1668
1900    PACIFIC CAVE,33.988,-118.4703,1431
21400    LASSEN                       ST,34.2536,-118.5913,1752
400 E  30TH                         ST,34.0193,-118.2653,1333
2700    THURMAN                      AV,34.0287,-118.3692,311
E  60TH                         ST,33.9852,-118.2718,1383
1300 S  DACOTAH                      ST,34.0219,-118.2116,489
18600    BLYTHE                       ST,34.2147,-118.5404,1003
10900    MCVINE                       AV,34.267,-118.3114,1618
10900    CHANDLER                     BL,34.1681,-118.3673,1548
8000    WORLD WAY,33.9441,-118.3976,1494
10800    KITTRIDGE                    ST,34.1903,-118.3671,1519
8100    MCCONNELL                    AV,33.9639,-118.4118,1475
18700    BRAEMORE                     RD,34.2943,-118.5458,1703
TAHOE,34.1276,-118.3305,615
1600 S  PATTON                       AV,33.7293,-118.3056,562
HALSEY,34.281,-118.5001,1708
12400    MILLENNIUM                   DR,33.9781,-118.4116,1464
ARCHWOOD                     AV,34.1673,-118.3816,1547
10400    WALL                         ST,33.941,-118.2717,1832
1700 S  UNION                        AV,34.0396,-118.2804,299
9400    DUXBURY                      RD,34.0443,-118.3934,887
7200    YOLANDA                      AV,34.2021,-118.5406,1012
4200    MAMMOTH                      AV,34.1464,-118.433,989
600    FAIRVIEW                     AV,34.0538,-118.2207,453
1800 S  MEYLER                       ST,33.7275,-118.2968,585
8000    ZAYANTA                      DR,33.9618,-118.4338,1473
11800    HAMMACK                      ST,33.9887,-118.4056,1465
4200    10TH                         AV,34.0084,-118.3288,393
6400    BAIRD                        AV,34.1878,-118.5376,1033
100 E  ELMYRA                       ST,34.0639,-118.2317,118
3800    RONDA VISTA                  PL,34.1044,-118.2755,1143
4300    RAYMOND                      AV,34.0043,-118.2981,397
10900    SHADOW HILLS                 AV,34.2639,-118.3682,1635
1400    CHEROKEE                     AV,34.0962,-118.3353,646
20500    CELTIC                       ST,34.2713,-118.5827,1723
13800    HAYNES                       ST,34.1894,-118.4344,926
15900    RAYEN                        ST,34.232,-118.4785,1798
100    VOLADOR                      PL,33.7436,-118.3136,551
1700    CENTINELA                    AV,34.0333,-118.4615,851
3200    HUTCHISON                    AV,34.0314,-118.3837,899
3700    SUNSWEPT                     DR,34.1386,-118.4053,1591
13900    DAVANA                       TR,34.1459,-118.435,989
1300 S  SAN PEDRO                    ST,34.0325,-118.2542,1313
16800    CLARK                        ST,34.1688,-118.5011,1068
9800    TUNNEY                       AV,34.2483,-118.5578,1764
3000 S  MAIN                         ST,34.0215,-118.2708,1331
11800    ELKWOOD                      ST,34.213,-118.3922,1684
15800    ROMAR                        ST,34.2546,-118.4772,1759
2500 N  NICHOLS CANYON               RD,34.1158,-118.3598,622
10800    YOLANDA                      AV,34.2666,-118.5402,1728
PANORAMA,34.1061,-118.2709,1144
6000 W  79TH                         ST,33.9663,-118.3885,1477
7400 S  DENKER                       AV,33.9709,-118.3112,1253
4100    STILLWELL                    AV,34.0922,-118.1629,409
WOODBRIDGE                   ST,34.1486,-118.3965,1583
2800 S  WEST VIEW                    ST,34.0283,-118.3492,331
2500    MONTANA                      ST,34.0828,-118.2668,1181
9800    FOOTHILL                     BL,34.2745,-118.3723,1635
7800    BOTHWELL                     RD,34.212,-118.5612,1001
4800    LINDLEY                      AV,34.1564,-118.5281,1094
17100    SIMONDS                      ST,34.2764,-118.5049,1729
7300    WOODVALE                     CT,34.2023,-118.6331,2133
8300    READING                      AV,33.9605,-118.3821,1479
5500    LA MIRADA                    AV,34.0938,-118.3109,668
DON,33.7977,-118.2774,514
9400    FLICKER                      WY,34.0973,-118.3933,631
BEVERWIL,34.0398,-118.3986,887
6500    KENTWOOD BLUFFS              DR,33.9778,-118.4019,1466
4400    FIRMAMENT                    AV,34.1507,-118.4721,1089
21300    NORMANDIE                    AV,33.8344,-118.2991,506
4300    CAMELLO                      RD,34.1484,-118.5931,2196
11000    WOODWARD                     AV,34.2692,-118.3071,1618
500 W  3RD                          ST,33.7415,-118.2879,557
12100    IREDELL                      ST,34.1301,-118.3974,1591
4100    HOOPER                       AV,34.0088,-118.2521,1346
300 N  AVENUE 64,34.1163,-118.1804,1129
16000    LUDLOW                       ST,34.271,-118.4803,1738
1300 S  SANTA FE                     AV,0.0,0.0,1309
3400 E  CESAR E CHAVEZ               AV,34.045,-118.1956,459
REEDLEY,34.2227,-118.4273,1988
14700    DRELL                        ST,34.3189,-118.4548,1902
4400    CONCHITA                     WY,34.1499,-118.5607,1091
1500    SAN REMO                     DR,34.0573,-118.4979,803
200    ALCAZAR                      ST,34.0621,-118.1975,448
22000    DEVONSHIRE                   ST,34.2607,-118.6025,1722
16200    MEADOWRIDGE                  WY,34.1467,-118.4857,1099
2600    SILVER LAKE                  BL,34.1038,-118.2582,1145
5700    TOBIAS                       AV,34.1745,-118.4521,941
KINGSTON                     AV,34.0575,-118.2093,445
2000 S  CRESCENT HEIGHTS             BL,34.0397,-118.376,782
12400    BARBARA                      AV,34.0013,-118.4324,1445
6700    MELBA                        AV,34.1914,-118.6335,2142
3600    POMONA                       ST,34.0812,-118.2032,416
CUMPSTON                     AV,34.17,-118.373,1549
12200 N  LIMA                         WY,34.2944,-118.4563,1924
CAMELLIA,34.145,-118.3823,1583
TEMPLETON                    ST,34.082,-118.178,426
11700    LEMAY                        ST,34.1912,-118.39,1515
2000    BELLEVUE                     AV,34.0723,-118.265,217
11700    CHIVERS                      AV,34.2835,-118.415,1601
6900    BIANCA                       AV,34.1957,-118.513,1027
11500    WILLOW BROOK                 AV,33.9327,-118.2351,1849
800    OXFORD                       AV,33.9859,-118.4522,1444
6400    VESPER                       AV,34.1867,-118.4509,923
12600    KITTRIDGE                    ST,34.1903,-118.4081,1523
300 S  AVE 56,34.104,-118.1971,1169
08000 S  SEPULVEDA                    BL,33.9645,-118.4006,1476
N  ORANGE GROVE                 AV,34.0802,-118.3604,713
19100    CALADERO                     ST,34.1461,-118.5501,1083
300 N  AVENUE 66,34.1155,-118.1783,1129
2600    BEVERWIL                     DR,34.0373,-118.3986,886
6500    VENTURA CANYON               AV,34.1885,-118.4292,929
8800    BLUFFDALE                    DR,34.2286,-118.3608,1678
300 E  91ST                         ST,33.9538,-118.2695,1805
10000    INTERNATIONAL                RD,33.945,-118.3816,1494
1500    COMPTON                      AV,34.023,-118.2439,1317
105                          FY,33.9271,-118.2659,1863
1100    VIA DE LA PAZ,34.049,-118.5267,802
3300    WOOD                         TR,34.1118,-118.2776,1132
GAIN                         ST,34.2811,-118.3905,1605
400 N  AVENUE 64,34.1172,-118.1799,1129
2300 E  115TH                        ST,33.9297,-118.2316,1849
TEMESCAL CANYON,34.0387,-118.5439,821
CASSIL                       PL,34.098,-118.3338,646
4600    VIA MARISOL,34.099,-118.1814,406
8700    GOTHIC                       AV,34.2284,-118.4895,1797
4900    MARATHON                     ST,34.0845,-118.3051,678
9900    MILBURN                      DR,34.2172,-118.3468,1677
1900 W  GAGE                         AV,33.9819,-118.3115,1243
5300    NESTLE                       AV,34.167,-118.5296,1075
7500    SALE                         AV,34.2066,-118.6197,2134
12900    IDA                          AV,33.9931,-118.4371,1453
21600    TRIBUNE                      ST,34.2675,-118.6005,1721
5100    IRVINGTON                    PL,34.1153,-118.2053,1116
10400    QUITO                        LN,34.106,-118.4463,807
600 S  CABRILLO                     AV,33.7383,-118.2946,557
18400    RAYMOND                      AV,33.8627,-118.2966,501
100    CENTER                       ST,34.0484,-118.2321,129
22600    COVELLO                      ST,34.2072,-118.6195,2134
14500    CALVERT                      ST,34.1816,-118.4494,933
21900    CRAGGYVIEW                   ST,34.2554,-118.6053,1751
11600    DELFT                        LN,34.2818,-118.3839,1606
BROWNS CANYON,34.2811,-118.5902,1701
2700    COLBY                        AV,34.0253,-118.4354,1402
4600    VISTA DE ORO                 AV,34.1527,-118.5808,2196
HOUSTON                      ST,34.0469,-118.2032,457
11300    PEORIA                       ST,34.2436,-118.3734,1665
6800    HANNA                        AV,34.1946,-118.607,2145
7900    KENYON                       AV,33.967,-118.4112,1475
24400    STONE BEND                   LN,34.221,-118.6574,2111
3900    COLLEGE CREST                DR,34.1162,-118.2249,1135
11000    AYRES                        AV,34.0373,-118.4323,884
23800    AETNA                        ST,34.1794,-118.6477,2161
3600    GILLIG                       AV,34.0827,-118.2022,416
4600    JESSICA                      DR,34.1128,-118.2182,1136
6800    NOBLE                        AV,34.1939,-118.4618,914
400 E  54TH                         ST,33.9934,-118.2685,1372
11400    MATTESON                     AV,34.0082,-118.421,1449
22300 S  WESTERN                      AV,33.8238,-118.3089,507
11500    LYSTER                       AV,34.2812,-118.5416,1713
INGLEWOOD                    AV,33.9927,-118.4145,1457
ACANTO,34.0778,-118.4684,805
1700 E  3RD                          ST,34.0455,-118.2203,454
500 W  149TH                        ST,33.8971,-118.2845,1871
6200 S  OCEAN FRONT                  WK,33.9621,-118.4538,1472
W  60TH                         PL,33.985,-118.2959,1239
19500    MOBILE                       ST,34.1882,-118.5612,1031
6400 W  IMPERIAL                     HY,33.9318,-118.4027,1494
7100    BEVIS                        AV,34.1988,-118.4563,914
10                           FY,34.0591,-118.1965,448
ALONZO                       AV,34.1464,-118.5237,1094
11300    CROESUS                      AV,33.932,-118.2335,1849
HUNTLEY,34.0574,-118.2575,237
6600    FORBES                       AV,34.1906,-118.4991,1028
EDGEHILL,34.0084,-118.3304,393
13800    SATICOY                      ST,34.2099,-118.4339,1998
2600 S  PALM GROVE                   AV,34.03,-118.3467,331
13000    ADDISON                      ST,34.1612,-118.416,969
6200    RANCHITO                     AV,34.183,-118.4356,937
6000    SHIRLEY                      AV,34.1791,-118.5592,1041
22100    COVELLO                      ST,34.2074,-118.6103,2134
800    GRANVILLE                    AV,34.0526,-118.4674,832
17800    HARTLAND                     ST,34.1948,-118.5206,1025
13500 S  AINSWORTH                    ST,33.9057,-118.2899,1871
6500 W  88TH                         ST,33.9572,-118.4035,1485
PLATT,34.1937,-118.6425,2141
21900    COHASSET                     ST,34.2065,-118.606,2136
14100    LANARK                       ST,34.2167,-118.4406,1998
7300 W  83RD                         ST,33.9625,-118.4222,1473
900 S  DETROIT                      ST,34.0573,-118.3472,745
1800    5TH                          AV,34.0402,-118.3225,779
12200 W  DOROTHY                      ST,34.0474,-118.4725,831
400 N  KINGS                        RD,34.0782,-118.3721,711
01500 W  84TH                         ST,33.9627,-118.3047,1265
17200    HALSEY                       ST,34.2811,-118.5093,1716
2500    BENEDICT CANYON              DR,34.1126,-118.4441,807
22600    ARCHWOOD                     ST,34.1923,-118.6186,2144
2700 S  PACIFIC                      AV,33.7136,-118.2904,587
10200    ETIWANDA                     ST,34.2555,-118.5323,1754
400    4TH                          AV,33.99,-118.3215,1211
WOODROW WILSON               DR,34.1234,-118.3428,1599
14100    VALLEYHEART                  DR,34.1549,-118.44,985
8500    ALLENWOOD                    RD,0.0,0.0,621
5700 W  1ST                          ST,34.0736,-118.3446,726
2300    BRIER                        AV,34.1001,-118.258,1145
N  WILTON,34.0908,-118.3136,668
11700    MISSISSIPPI                  AV,34.0351,-118.45,881
10900    CHIMINEAS                    AV,34.2685,-118.5288,1728
5500    TEHAMA                       ST,34.1256,-118.1976,1126
1300 W  11TH                         PL,34.0452,-118.2716,289
6700    AVALON                       BL,33.9794,-118.2652,1395
BEN,34.2121,-118.3943,1684
2000    HUNTINGTON D,34.0852,-118.1739,426
10600    BELLAGIO                     RD,34.0818,-118.4468,806
17700    KINZIE                       ST,34.2486,-118.5199,1787
20300    LIVORNO                      WY,34.2809,-118.5793,1701
7900    LIMERICK                     AV,34.2136,-118.5828,2118
3600    POTOSI                       AV,34.135,-118.4137,998
6400    PONCE                        AV,34.1864,-118.6212,2144
MONT EAGLE                   PL,34.1191,-118.2174,1136
15900    NORTHFIELD                   ST,34.0451,-118.5337,822
8100    WARING                       AV,34.0855,-118.3659,701
EAGLE RIDGE                  LN,34.2964,-118.5613,1701
200    BRIDEWELL                    ST,34.1135,-118.1769,1129
4800    SELDNER                      AV,34.0644,-118.1778,439
SANTA ROSALIA                ST,34.017,-118.3477,362
MILBURN,34.2182,-118.3485,1677
1500 N  PALOS VERDES                 DR,33.78,-118.3041,512
2500    GRIFFIN                      AV,34.0755,-118.2118,415
5800    CEDROS                       AV,34.1757,-118.4531,941
6400    BUDLONG                      AV,33.9806,-118.2959,1245
20500    AETNA                        ST,34.1788,-118.5813,2158
15700    SAN JOSE                     ST,34.2609,-118.4741,1749
ARIZONA                      AV,34.0423,-118.4656,841
1700 E  I                            ST,33.7822,-118.2409,529
13700    TERRA BELLA                  ST,34.2489,-118.4313,1969
15900    COMMUNITY                    ST,34.2229,-118.4798,1799
19600    KILFINAN                     ST,34.2976,-118.5603,1701
CRANER                       AV,34.1794,-118.3692,1539
7600    GLADE                        AV,34.2083,-118.6082,2114
5600    VALLEY CIRCLE                BL,34.1719,-118.6457,2161
4100 W  62ND                         ST,33.9835,-118.3482,1231
E  AVENUE 28,34.0793,-118.2119,415
CANAL,33.9776,-118.4626,1452
16500    ALYSE                        CT,34.156,-118.4924,1088
9200    CULVER                       BL,34.0259,-118.3929,1409
EDENHURST                    AV,34.1224,-118.2648,1123
7800    CANTALOUPE                   AV,34.2129,-118.4311,1999
1400    RIVERSIDE                    DR,34.0892,-118.2368,1176
3700    SENECA                       AV,34.1219,-118.2591,1123
14200    EVANS                        RD,34.0512,-118.5106,802
12300    MIRANDA                      ST,34.1744,-118.4011,1532
9400    LLOYDCREST                   DR,34.1,-118.4031,809
2500 E  CANAL                        CT,33.9843,-118.4643,1441
4900    CLINTON                      ST,34.0816,-118.3102,2002
17100    NANETTE                      ST,34.3018,-118.5059,1707
17800    VICINO                       WY,34.0431,-118.5637,811
14800    FOX                          ST,34.2656,-118.4543,1945
10000 W  OLYMPIC                      BL,34.059,-118.4111,848
14600    MORRISON                     ST,34.1603,-118.4521,963
500 N  CRESCENT HEIGHTS             BL,34.0801,-118.3659,701
ARARAT,34.3201,-118.4565,1902
2400    GRIFFITH                     AV,34.0213,-118.2566,1323
5000    VELOZ                        AV,34.1611,-118.5406,1083
11900 S  BROADWAY,33.9242,-118.2783,1862
8200    MULHOLLAND                   DR,0.0,0.0,621
5200    SAN RAFAEL                   AV,34.113,-118.2044,1116
1600 N  BRIDGES                      AV,34.0987,-118.3337,646
8800    AIRLANE                      AV,33.958,-118.3898,1487
7300    DEERING                      AV,34.2029,-118.5966,2136
16000    RINALDI                      ST,34.2954,-118.4886,1708
10500    PALMS                        BL,34.0255,-118.4102,1406
100 W  I                            ST,33.7812,-118.2632,526
6700    RANCHITO                     AV,34.1921,-118.4356,926
4300    VAN BUREN                    PL,34.0037,-118.297,397
6200    ROCKCLIFF                    DR,34.1287,-118.3208,627
16000 S  VERMONT                      AV,33.8861,-118.2915,1881
3200    GRIFFITH                     AV,34.0154,-118.2604,1333
14300    GERMAIN                      ST,34.2631,-118.4469,1945
S  LELAND                       ST,33.7361,-118.3012,562
11600    AZORES                       AV,34.2806,-118.3911,1605
14600    DEERVALE                     PL,34.1401,-118.4521,991
6400    BALCOM                       AV,34.1868,-118.5208,1035
6300    LA PUNTA                     DR,0.0,0.0,626
VICTORIA PARK                DR,34.0472,-118.3306,766
3600    ALMERIA                      ST,33.7136,-118.3026,584
HELENDALE,34.2596,-118.296,1638
1400 S  LELAND                       ST,33.7326,-118.305,562
600 N  AVENUE 63,34.1192,-118.1798,1128
2600 E  ANAHEIM                      ST,33.7819,-118.2304,529
11200    MAIE                         AV,33.9326,-118.2443,1837
2700    DURAY                        PL,34.0293,-118.3603,311
1400 W  218TH                        ST,33.8303,-118.3038,506
BELLEGLADE,34.0742,-118.1771,438
6700 W  CENTER                       DR,33.9783,-118.3935,1467
300 N  GOODHOPE                     AV,33.7456,-118.3161,551
3000    DELL                         AV,33.9826,-118.4648,1441
1500    HIGHGATE                     AV,34.1267,-118.1923,1107
13000    GRADE                        AV,34.3064,-118.4201,1907
9600    ROBIN                        DR,34.1021,-118.39,631
8200 W  83RD                         ST,33.9585,-118.4403,1473
E  SAN PEDRO                    ST,34.0333,-118.2537,1303
800 W  169TH                        PL,33.8773,-118.2899,1891
9100    ROSLYNDALE                   AV,34.2355,-118.4293,1977
23500    SIDLEE                       PL,33.8117,-118.3024,508
9200    AQUEDUCT                     AV,34.2374,-118.474,1779
BAHAMA                       ST,34.2329,-118.4819,1798
4400    KRAFT                        AV,34.1504,-118.3801,1563
15400    HARTLAND                     ST,34.1953,-118.4706,911
900    TEMESCAL CANYON              RD,34.043,-118.5398,822
3400 W  4TH                          ST,34.0674,-118.2941,2026
3700 W  5TH                          ST,34.0672,-118.2985,2025
VALENTINE                    ST,34.089,-118.2483,1174
21700    DUMETZ                       RD,34.1568,-118.6013,2196
2700    FRANKLIN CANYON              DR,34.1226,-118.4097,809
2800 W  29TH                         ST,34.0284,-118.2878,338
3800    OAKFIELD                     DR,34.1392,-118.4469,994
14700    MCKENDREE                    AV,34.0513,-118.5199,802
5700    WALLIS                       LN,34.175,-118.5841,2177
10800    LAWLER                       ST,34.0236,-118.4155,1428
GREGORY                      WY,34.0629,-118.3783,849
11800    KEARSARGE                    ST,34.061,-118.4707,827
1000 E  M                            ST,33.7892,-118.2502,528
9400    WHITWORTH                    DR,34.0571,-118.3883,857
23000    COMMUNITY                    ST,34.2222,-118.5959,2107
SHERMAN                      CR,34.1976,-118.4574,914
3500    DAHLIA                       AV,34.0932,-118.2728,1171
21700    MALDEN                       ST,34.225,-118.605,2105
900    RIALTO                       CT,33.9952,-118.4597,1432
5000    TOWNSEND                     AV,34.1367,-118.2089,1115
8200    WILLIS                       AV,34.2197,-118.4553,1994
24200    PRESIDENT                    AV,33.8049,-118.3034,509
10900    RESEDA                       BL,34.2687,-118.5361,1728
10100    TELFAIR                      AV,34.2539,-118.4153,1653
6000    SISTER ELSIE                 DR,34.2545,-118.2674,1659
1900    RIVERSIDE                    DR,34.0972,-118.2465,1145
5200    MT HELENA                    AV,34.1439,-118.1955,1109
16600    ARMINTA                      ST,34.2148,-118.4947,1008
16000    CHASE                        ST,34.2247,-118.4852,1799
15900 S  AINSWORTH                    ST,33.8871,-118.2905,1881
19900    HAYNES                       ST,34.1897,-118.5671,2159
700 W  I                            ST,33.781,-118.2706,522
1100 W  185TH                        ST,33.8627,-118.2928,501
COURTLAND                    ST,34.0042,-118.4624,1415
12900    BLYTHE                       ST,34.2137,-118.4144,1501
11200    PEARL                        ST,34.034,-118.4344,893
6100    SATSUMA                      AV,34.1813,-118.367,1529
MCCADDEN                     AV,34.098,-118.3381,646
S  GLESS                        ST,34.0429,-118.2228,461
18900    HARNETT                      ST,34.2614,-118.5448,1727
100 W  14TH                         PL,34.0357,-118.2609,195
1900 W  84TH                         ST,33.9627,-118.3134,1263
13700    ORO GRANDE                   ST,34.3162,-118.4352,1905
ALANDELE                     AV,34.0608,-118.3575,743
17000    COVELLO                      ST,34.2075,-118.5037,1017
8400    EDWIN                        DR,34.1209,-118.3851,621
7200    RADFORD                      AV,34.2012,-118.3922,1504
TINKER                       AV,34.2596,-118.3017,1637
16800    MCKEEVER                     ST,34.2749,-118.4987,1737
3000 S  ALAMEDA                      ST,34.0118,-118.2397,1347
9800    SYLMAR                       AV,34.2346,-118.4459,1975
DEL AMO,33.8463,-118.287,505
17100    COURBET                      ST,34.3071,-118.5042,1705
4200    GRANDVIEW                    BL,33.9955,-118.421,1456
3200    PACIFIC                      AV,33.9789,-118.465,1452
4100    MORRO                        DR,34.147,-118.5898,2196
6500    KENTLAND                     AV,34.1887,-118.6178,2144
14800 S  DENVER                       AV,33.8971,-118.2845,1871
2500    LONDON                       ST,34.074,-118.2724,215
SARDIS,34.0241,-118.4398,1401
19100    COLLINS                      ST,34.1742,-118.5493,1041
1400    SHELBY                       AV,34.0574,-118.4332,834
HAVELOCK,34.0038,-118.4423,1434
1500    MAPLEWOOD                    AV,34.0803,-118.3146,2001
1000    GLEN ARBOR                   AV,34.1334,-118.1876,1119
2200 S  PALM GROVE                   AV,34.0361,-118.3431,785
POSETANO                     RD,34.0414,-118.561,811
7900    LEMONA                       AV,34.2148,-118.4601,1993
